type,km0,km1,len_km,detail
MULTITRACK,1016.5948829564325,1017.0835406523955,0.4886576959630702,4 tracks
BRIDGE,1016.7012530737535,1016.9775990068957,0.2763459331422382,
RUN STRAIGHT,1016.9775990068957,1017.5384556052743,0.56,
RUN CURVE,1017.5384556052743,1018.2502093489876,0.71,R avg +1.35 max 1.67 deg/100ft
RUN STRAIGHT,1018.2502093489876,1019.5473127922768,1.3,
BRIDGE,1019.470826731193,1019.5473127922768,0.07648606108375589,
RUN CURVE,1019.5473127922768,1020.2313710224007,0.68,L avg -0.83 max 1.63 deg/100ft
RUN STRAIGHT,1020.2313710224007,1020.4884870746974,0.26,
RUN CURVE,1020.9713875633522,1021.424471565251,0.45,R avg +0.85 max 1.30 deg/100ft
RUN STRAIGHT,1021.424471565251,1022.0154173128043,0.59,
RUN CURVE,1022.0154173128043,1022.6160947059055,0.6,R avg +0.97 max 3.12 deg/100ft
RUN CURVE,1023.1233642979023,1023.3063673627373,0.18,L avg -0.29 max 0.29 deg/100ft
RUN STRAIGHT,1023.3063673627373,1023.4886800997967,0.18,
RUN CURVE,1023.4886800997967,1024.1607047610185,0.67,R avg +1.09 max 2.13 deg/100ft
RUN STRAIGHT,1024.1607047610185,1024.9125002013845,0.75,
RUN CURVE,1025.0423305980132,1025.1957642914826,0.15,L avg -0.99 max 1.37 deg/100ft
RUN CURVE,1025.3196017853509,1025.5228301618658,0.2,L avg -0.52 max 0.76 deg/100ft
RUN CURVE,1025.5602400325351,1025.9569659778563,0.4,L avg -1.07 max 1.67 deg/100ft
RUN STRAIGHT,1026.2125252172475,1026.8739447538994,0.66,
MULTITRACK,1026.6921182262583,1029.325819718638,2.633701492379714,21 tracks
YARD,1026.8290481731583,1027.2344602767887,0.4054121036303968,7 tracks
RUN STRAIGHT,1026.93359206023,1027.4946195017167,0.56,
BRIDGE,1026.946544811488,1027.0346667707452,0.08812195925725064,
RUN STRAIGHT,1027.5414830236734,1028.8760513648456,1.33,
YARD,1027.772119954731,1029.325819718638,1.5536997639071615,33 tracks
BRIDGE,1028.4535550750415,1028.693329996271,0.23977492122935473,
TUNNEL,1028.629764553433,1028.8760513648456,0.24628681141257402,
RUN CURVE,1028.8760513648456,1029.0414808500414,0.17,L avg -0.42 max 0.42 deg/100ft
RUN STRAIGHT,1029.1322769956298,1029.325819718638,0.19,
STATION,1029.325819718638,1029.325819718638,0.0,Calgary (downtown)
