type,km0,km1,len_km,detail
RUN CURVE,369.3626047520346,369.67434031729437,0.31,R avg +2.50 max 8.69 deg/100ft
RUN CURVE,369.7457395963137,369.99516322285706,0.25,R avg +5.33 max 7.20 deg/100ft
RUN STRAIGHT,369.99516322285706,370.147562263201,0.15,
RUN CURVE,370.147562263201,370.51545560662265,0.37,R avg +1.24 max 4.43 deg/100ft
RUN CURVE,370.6211974973597,370.93950628886495,0.32,R avg +0.10 max 0.40 deg/100ft
RUN STRAIGHT,371.14901773322794,371.5114911282995,0.36,
RUN STRAIGHT,371.67717504874554,371.8418908802206,0.16,
RUN STRAIGHT,371.88711574153365,372.0443682050797,0.16,
RUN CURVE,372.0443682050797,372.2009674069678,0.16,L avg -0.28 max 1.23 deg/100ft
RUN CURVE,372.2399988544488,372.4413291344418,0.2,R avg +4.84 max 7.83 deg/100ft
RUN STRAIGHT,372.4413291344418,372.7144297311365,0.27,
RUN CURVE,372.7144297311365,372.92374310278376,0.21,L avg -0.84 max 1.47 deg/100ft
RUN STRAIGHT,372.92374310278376,373.22187290962177,0.3,
RUN CURVE,373.22187290962177,373.6252991802177,0.4,R avg +0.46 max 1.87 deg/100ft
RUN CURVE,373.63761596629195,374.14388677373336,0.51,L avg -0.05 max 0.30 deg/100ft
RUN STRAIGHT,374.14388677373336,374.38819285481213,0.24,
RUN CURVE,374.38819285481213,374.8256149211128,0.44,R avg +0.84 max 2.95 deg/100ft
RUN CURVE,374.95488751340076,376.2681316040017,1.31,R avg +0.81 max 7.14 deg/100ft
RUN CURVE,376.30177269211055,376.78036386157737,0.48,L avg -0.52 max 3.49 deg/100ft
RUN CURVE,376.811333822117,376.97900466558895,0.17,R avg +1.24 max 1.68 deg/100ft
RUN CURVE,377.1497345216795,377.404140123809,0.25,R avg +1.98 max 7.77 deg/100ft
RUN CURVE,377.5647077568876,377.8575841704119,0.29,R avg +5.13 max 9.85 deg/100ft
RUN CURVE,378.0687398602879,378.2460955378425,0.18,R avg +1.80 max 4.71 deg/100ft
RUN CURVE,378.7049354286478,378.9803877264831,0.28,L avg -1.77 max 5.30 deg/100ft
RUN CURVE,379.09334166750097,379.30056148312707,0.21,L avg -0.48 max 0.48 deg/100ft
RUN STRAIGHT,379.30056148312707,379.5417034541848,0.24,
RUN STRAIGHT,379.87641689983997,380.312525925048,0.44,
MULTITRACK,380.1873057641217,381.12937055803496,0.9420647939132891,4 tracks
RUN CURVE,380.312525925048,380.46566661150007,0.15,R avg +1.90 max 4.19 deg/100ft
RUN STRAIGHT,380.46566661150007,380.68062082025915,0.21,
TUNNEL,380.63841410887943,381.0446104704562,0.40619636157674677,
RUN CURVE,380.8177642060154,380.99015093763717,0.17,L avg -3.74 max 7.75 deg/100ft
RUN CURVE,381.44456677701635,381.691880241557,0.25,R avg +6.32 max 16.29 deg/100ft
RUN STRAIGHT,381.691880241557,381.88254957913983,0.19,
MULTITRACK,381.7471121115477,382.6022809044691,0.855168792921404,3 tracks
TUNNEL,381.85554364528537,382.53464553604755,0.6791018907621833,
RUN CURVE,381.88254957913983,382.182757599348,0.3,R avg +2.45 max 4.99 deg/100ft
RUN CURVE,382.2814479502579,382.491369933653,0.21,L avg -1.20 max 1.20 deg/100ft
RUN STRAIGHT,382.6955677319295,383.0551947790878,0.36,
RUN CURVE,383.0551947790878,383.41571300256874,0.36,L avg -3.76 max 7.03 deg/100ft
RUN STRAIGHT,383.41571300256874,383.60972906826447,0.19,
RUN CURVE,384.2374471272587,384.44939504033783,0.21,L avg -0.68 max 0.76 deg/100ft
RUN STRAIGHT,384.8211985091795,385.29475183451785,0.47,
RUN STRAIGHT,385.695457521274,385.9577318729788,0.26,
RUN CURVE,386.1394108876451,386.8730859863808,0.73,L avg -2.74 max 10.95 deg/100ft
RUN CURVE,386.9130662459427,387.42938360663624,0.52,R avg +2.57 max 6.95 deg/100ft
RUN CURVE,387.465435734656,387.6349717468017,0.17,L avg -2.57 max 3.75 deg/100ft
RUN STRAIGHT,387.6349717468017,387.7850298610357,0.15,
RUN CURVE,387.7850298610357,388.4425103413549,0.66,R avg +1.83 max 10.99 deg/100ft
MULTITRACK,387.8813423987694,388.19522285149066,0.3138804527212642,3 tracks
MULTITRACK,388.30655892257175,421.1981761584176,32.89161723584584,28 tracks
RUN STRAIGHT,388.4425103413549,388.6619441652893,0.22,
RUN STRAIGHT,388.7021193378969,389.686190580518,0.98,
RUN STRAIGHT,389.8916388109859,390.8969770482177,1.01,
RUN STRAIGHT,390.9410324808293,391.894162922198,0.95,
RUN STRAIGHT,392.08302363099745,392.7009168725314,0.62,
RUN STRAIGHT,392.75236392449153,393.7000306765382,0.95,
RUN STRAIGHT,394.8181041140029,395.40950638912994,0.59,
RUN STRAIGHT,395.7047251010111,396.7119179073658,1.01,
YARD,395.73726576335264,398.3032460602718,2.5659802969191787,31 tracks
RUN STRAIGHT,396.86892597285953,397.09099484591076,0.22,
RUN STRAIGHT,397.15731091716737,397.87273932213844,0.72,
RUN STRAIGHT,397.9369455146428,398.9689060283565,1.03,
YARD,398.5519288816019,400.1460656431483,1.5941367615463946,11 tracks
RUN CURVE,398.9689060283565,399.16005860349486,0.19,L avg -0.05 max 0.31 deg/100ft
RUN STRAIGHT,399.2203253138282,399.7512712326795,0.53,
RUN STRAIGHT,399.8404855443672,401.72164904040966,1.88,
YARD,401.72164904040966,403.9680700016202,2.2464209612105606,31 tracks
RUN STRAIGHT,401.7711465599554,402.3361893405343,0.57,
BRIDGE,401.8997535541359,402.0413733433472,0.14161978921129048,
RUN CURVE,402.59160043323556,402.9329860063816,0.34,R avg +0.26 max 0.26 deg/100ft
RUN STRAIGHT,402.9329860063816,406.0293355266466,3.1,
STATION,402.9515294089389,402.9515294089389,0.0,Kamloops
BRIDGE,403.66370186012387,403.73494759527426,0.07124573515039856,
YARD,405.01728411912893,405.5080641235188,0.490780004389876,8 tracks
RUN STRAIGHT,406.17494691273083,415.5017757851359,9.33,
YARD,411.93423648825757,412.3867012954676,0.452464807210049,7 tracks
RUN STRAIGHT,415.5452263617359,416.0853094973377,0.54,
RUN STRAIGHT,416.17272141116814,417.20367119407933,1.03,
RUN STRAIGHT,417.2589120962571,424.60688845892633,7.35,
YARD,420.1933963403549,421.30227826973055,1.1088819293756274,11 tracks
MULTITRACK,421.331163810579,424.7509053096017,3.4197414990226775,11 tracks
YARD,421.49418700860696,424.0747042492061,2.5805172405991357,17 tracks
RUN STRAIGHT,424.7509053096017,426.02631161066444,1.28,
MULTITRACK,425.89327487952045,426.8788623677216,0.9855874882011335,3 tracks
RUN CURVE,426.02631161066444,426.78488272401904,0.76,R avg +0.01 max 4.78 deg/100ft
RUN STRAIGHT,426.92460313551845,427.2657851348209,0.34,
MULTITRACK,427.2657851348209,427.68578267488374,0.41999754006286594,3 tracks
RUN CURVE,427.3433545810131,427.68578267488374,0.34,L avg -0.80 max 1.53 deg/100ft
RUN STRAIGHT,427.68578267488374,427.94172479106425,0.26,
RUN CURVE,427.94172479106425,428.1275102549456,0.19,L avg -0.06 max 0.55 deg/100ft
RUN STRAIGHT,428.1275102549456,428.4485932274593,0.32,
RUN STRAIGHT,428.55552998202785,429.47428812012237,0.92,
RUN CURVE,429.6109312259165,429.9330935950303,0.32,R avg +2.43 max 5.46 deg/100ft
RUN STRAIGHT,429.9330935950303,430.5252560642441,0.59,
RUN CURVE,430.5252560642441,430.9036886147318,0.38,L avg -0.96 max 1.34 deg/100ft
RUN STRAIGHT,430.9036886147318,432.0500339581272,1.15,
RUN STRAIGHT,432.21293738150615,432.5392973608966,0.33,
RUN CURVE,432.5392973608966,434.966591463832,2.43,L avg -1.42 max 3.74 deg/100ft
RUN STRAIGHT,434.966591463832,435.3844157617506,0.42,
RUN CURVE,435.3844157617506,435.7213403049267,0.34,L avg -1.69 max 2.57 deg/100ft
RUN STRAIGHT,435.7213403049267,436.4290608838718,0.71,
RUN CURVE,436.4290608838718,436.6556098040635,0.23,L avg -0.28 max 0.82 deg/100ft
RUN STRAIGHT,436.6556098040635,436.88114982854637,0.23,
RUN STRAIGHT,436.9622195812555,437.9470070480636,0.98,
RUN CURVE,437.9470070480636,438.63755555030514,0.69,R avg +1.47 max 3.13 deg/100ft
RUN STRAIGHT,438.63755555030514,439.2103512306782,0.57,
RUN CURVE,439.2103512306782,439.8636955340354,0.65,L avg -1.33 max 1.98 deg/100ft
RUN STRAIGHT,439.8636955340354,442.4136133096819,2.55,
RUN CURVE,442.4136133096819,442.8938212591772,0.48,R avg +0.97 max 1.44 deg/100ft
RUN STRAIGHT,442.8938212591772,443.0891960625098,0.2,
RUN CURVE,443.0891960625098,443.82534634490156,0.74,L avg -1.06 max 1.73 deg/100ft
RUN CURVE,443.88196037248554,444.3905240620492,0.51,L avg -0.81 max 0.90 deg/100ft
RUN STRAIGHT,444.3905240620492,444.5860408295119,0.2,
RUN CURVE,444.5860408295119,445.00979637452275,0.42,R avg +2.07 max 2.80 deg/100ft
RUN STRAIGHT,445.00979637452275,446.4735154140422,1.46,
RUN STRAIGHT,446.6004883419455,446.7960247237017,0.2,
RUN CURVE,446.7960247237017,447.45005425844016,0.65,L avg -2.23 max 7.97 deg/100ft
RUN STRAIGHT,447.45005425844016,447.8386262305763,0.39,
RUN CURVE,447.8386262305763,449.3921082393977,1.55,R avg +1.53 max 8.19 deg/100ft
RUN STRAIGHT,449.3921082393977,449.60827580877014,0.22,
RUN STRAIGHT,449.6903896063169,450.33192395359106,0.64,
RUN CURVE,450.33192395359106,451.24135870224984,0.91,R avg +0.97 max 1.82 deg/100ft
RUN STRAIGHT,451.24135870224984,451.7246335911818,0.48,
RUN CURVE,451.7246335911818,452.077700457774,0.35,R avg +3.44 max 6.19 deg/100ft
RUN STRAIGHT,452.077700457774,452.51766635052604,0.44,
RUN CURVE,452.51766635052604,453.28491517325807,0.77,L avg -1.12 max 2.03 deg/100ft
RUN STRAIGHT,453.28491517325807,454.25412004895884,0.97,
RUN CURVE,454.25412004895884,454.8864086492331,0.63,L avg -0.76 max 0.87 deg/100ft
RUN STRAIGHT,454.8864086492331,458.94812807090483,4.06,
BRIDGE,459.0316143083031,459.1636926330921,0.13207832478900627,
RUN CURVE,459.1636926330921,459.7878914767474,0.62,R avg +2.41 max 3.62 deg/100ft
RUN STRAIGHT,459.7878914767474,460.58791181485765,0.8,
RUN CURVE,460.58791181485765,461.0308453871436,0.44,L avg -3.82 max 12.66 deg/100ft
RUN CURVE,461.1228576175429,461.94667569755006,0.82,R avg +2.22 max 5.05 deg/100ft
RUN CURVE,462.02221339274803,462.2620762448889,0.24,R avg +2.92 max 4.80 deg/100ft
RUN CURVE,462.3503846310103,463.1168177103591,0.77,L avg -0.23 max 6.45 deg/100ft
RUN CURVE,463.1845870325362,463.943991266287,0.76,L avg -1.61 max 10.46 deg/100ft
RUN STRAIGHT,463.943991266287,464.1357995117296,0.19,
RUN CURVE,464.1357995117296,464.65647304602186,0.52,R avg +1.37 max 3.41 deg/100ft
RUN CURVE,464.7458916366307,464.92449955222247,0.18,R avg +0.68 max 2.26 deg/100ft
RUN CURVE,465.04552645219854,465.428486475011,0.38,R avg +0.64 max 4.69 deg/100ft
RUN STRAIGHT,465.428486475011,465.7590699491456,0.33,
RUN CURVE,465.9588434983751,466.28274395562846,0.32,R avg +1.56 max 5.13 deg/100ft
MULTITRACK,466.84242889071686,469.59173661672145,2.749307726004588,2 tracks
RUN STRAIGHT,466.9640709873409,467.2917096177595,0.33,
RUN CURVE,467.5620306600012,467.9518998450371,0.39,R avg +0.65 max 1.48 deg/100ft
RUN STRAIGHT,467.9518998450371,468.6494461649552,0.7,
SIDING,468.04361814411465,468.04361814411465,2.4781673052167186,Chum Creek Siding  8130 ft
RUN STRAIGHT,468.99756769585764,469.4425434664438,0.44,
RUN STRAIGHT,469.522068948902,469.6917459240775,0.17,
RUN CURVE,469.84857737183427,470.21541381120255,0.37,L avg -3.68 max 6.03 deg/100ft
RUN STRAIGHT,470.52360989974915,470.72728036516975,0.2,
RUN CURVE,470.97253161509155,471.1998239021362,0.23,L avg -0.58 max 4.13 deg/100ft
RUN STRAIGHT,471.1998239021362,471.5356915451164,0.34,
RUN CURVE,472.2596250003994,472.44855225006756,0.19,L avg -4.15 max 6.11 deg/100ft
RUN CURVE,473.1858893905679,473.5726024285378,0.39,R avg +1.26 max 7.52 deg/100ft
RUN STRAIGHT,473.8666967060343,474.2503310619237,0.38,
RUN CURVE,474.2503310619237,474.4611913952271,0.21,L avg -3.59 max 7.77 deg/100ft
MULTITRACK,474.49741472184496,484.04847165371535,9.551056931870392,4 tracks
RUN CURVE,474.698382535897,474.97620208153506,0.28,L avg -0.42 max 0.42 deg/100ft
RUN STRAIGHT,475.25198001038746,475.44712623950215,0.2,
RUN STRAIGHT,475.51230544418814,475.70194704455895,0.19,
RUN CURVE,475.8917517731602,476.1583061151269,0.27,R avg +0.93 max 3.39 deg/100ft
RUN STRAIGHT,476.35899204755685,476.5265594538437,0.17,
RUN STRAIGHT,476.5994368951232,476.8279997613912,0.23,
RUN STRAIGHT,476.9644977775539,477.194670275557,0.23,
RUN CURVE,477.3100070206667,477.8724055199827,0.56,R avg +0.12 max 4.77 deg/100ft
RUN STRAIGHT,477.8724055199827,478.0575957411245,0.19,
RUN CURVE,478.0575957411245,478.290777496591,0.23,L avg -1.43 max 2.53 deg/100ft
RUN STRAIGHT,478.290777496591,478.50912339429703,0.22,
RUN CURVE,478.6961809631112,478.99062615821185,0.29,L avg -0.25 max 0.25 deg/100ft
RUN STRAIGHT,478.99062615821185,479.1513328763794,0.16,
RUN CURVE,479.1513328763794,479.5854997403836,0.43,L avg -1.36 max 2.38 deg/100ft
RUN CURVE,479.62437317109,479.96929428487624,0.34,L avg -1.25 max 1.73 deg/100ft
RUN STRAIGHT,479.96929428487624,480.3888037667038,0.42,
RUN CURVE,480.3888037667038,480.60919518841035,0.22,R avg +1.55 max 2.38 deg/100ft
RUN STRAIGHT,480.60919518841035,480.996760202999,0.39,
RUN CURVE,481.1141516876587,481.4208097872576,0.31,R avg +0.20 max 0.20 deg/100ft
RUN STRAIGHT,481.4208097872576,481.6864067557218,0.27,
RUN CURVE,481.6864067557218,482.02417401089866,0.34,L avg -0.01 max 0.33 deg/100ft
RUN STRAIGHT,482.02417401089866,483.51440956000374,1.49,
RUN CURVE,483.51440956000374,484.5520878694764,1.04,L avg -0.43 max 6.40 deg/100ft
RUN CURVE,484.6176725400295,484.8626905930376,0.25,L avg -2.79 max 4.60 deg/100ft
RUN CURVE,484.8981792897221,487.0745579651465,2.18,R avg +0.49 max 6.71 deg/100ft
RUN STRAIGHT,487.0745579651465,487.50620852565265,0.43,
RUN CURVE,487.6144255239001,487.9306692711684,0.32,L avg -5.60 max 8.20 deg/100ft
RUN CURVE,488.051610512544,488.9233744533657,0.87,R avg +1.83 max 2.89 deg/100ft
RUN STRAIGHT,488.9233744533657,489.217854009188,0.29,
RUN CURVE,489.217854009188,489.62154509217925,0.4,R avg +4.59 max 8.44 deg/100ft
MULTITRACK,489.3620223589474,494.0360995841706,4.674077225223186,4 tracks
RUN CURVE,489.641225852541,490.83270398063394,1.19,R avg +0.10 max 7.46 deg/100ft
RUN CURVE,490.9945616879071,493.12725962782633,2.13,R avg +0.50 max 8.31 deg/100ft
RUN STRAIGHT,493.12725962782633,493.63830317325727,0.51,
RUN CURVE,493.63830317325727,495.05470282081325,1.42,L avg -1.41 max 7.38 deg/100ft
MULTITRACK,494.4018750048576,497.99922747718387,3.5973524723262926,3 tracks
RUN CURVE,495.2824747661102,495.4402099006374,0.16,R avg +2.88 max 3.99 deg/100ft
RUN STRAIGHT,495.4402099006374,497.0440933335333,1.6,
RUN CURVE,497.1963082474491,497.38539172549605,0.19,L avg -3.79 max 5.78 deg/100ft
RUN STRAIGHT,497.38539172549605,497.86705379693586,0.48,
RUN CURVE,497.86705379693586,498.3961828272259,0.53,L avg -0.14 max 0.50 deg/100ft
RUN STRAIGHT,498.3961828272259,499.21317241603543,0.82,
RUN CURVE,499.21317241603543,499.63629729276283,0.42,L avg -1.98 max 2.91 deg/100ft
RUN STRAIGHT,499.63629729276283,500.7504785392927,1.11,
RUN CURVE,500.7504785392927,502.04382101231533,1.29,R avg +0.79 max 2.07 deg/100ft
RUN STRAIGHT,502.04382101231533,502.99953384968717,0.96,
RUN STRAIGHT,503.12519394552083,503.71793667725575,0.59,
RUN CURVE,503.71793667725575,505.0197303217229,1.3,L avg -1.43 max 2.57 deg/100ft
BRIDGE,504.9606533780814,505.0197303217229,0.05907694364145755,
RUN CURVE,505.09623518539354,505.564215851704,0.47,L avg -1.54 max 2.08 deg/100ft
RUN CURVE,505.59769784427334,506.61381493917776,1.02,L avg -1.29 max 2.04 deg/100ft
MULTITRACK,506.6557517172776,510.7092090093615,4.053457292083863,6 tracks
RUN STRAIGHT,506.7998061020562,507.1478143562768,0.35,
SIDING,506.8950272592054,506.8950272592054,0.3943772497523846,Salmon Arm Siding  1294 ft
BRIDGE,507.1478143562768,507.21284107147756,0.06502671520075864,
RUN STRAIGHT,507.19418335180865,507.92844025868067,0.73,
SIDING,507.21284107147756,507.21284107147756,0.018657719668942394,Salmon Arm Siding  61 ft
RUN CURVE,507.92844025868067,508.1285450733132,0.2,L avg -1.98 max 2.67 deg/100ft
RUN CURVE,508.21041436070624,508.89298252887204,0.68,L avg -1.53 max 2.56 deg/100ft
SIDING,508.7319555275767,508.7319555275767,3.3734178042767335,Salmon Arm Siding  11068 ft
RUN STRAIGHT,508.89298252887204,509.14628415856447,0.25,
RUN STRAIGHT,509.2019413128238,509.98629405822965,0.78,
RUN STRAIGHT,510.02860620175886,510.50834283000427,0.48,
RUN CURVE,510.58625887575425,510.79632420034176,0.21,L avg -2.34 max 5.26 deg/100ft
RUN STRAIGHT,510.97036097046265,511.2777397627952,0.31,
RUN CURVE,511.2777397627952,511.47827009139866,0.2,R avg +1.42 max 2.62 deg/100ft
RUN STRAIGHT,511.47827009139866,511.7051033208449,0.23,
RUN STRAIGHT,511.80818640163005,512.1182602997856,0.31,
RUN CURVE,512.1182602997856,512.4044355590943,0.29,L avg -0.54 max 2.73 deg/100ft
RUN CURVE,512.6577195609352,512.8402805890764,0.18,L avg -4.65 max 7.09 deg/100ft
RUN CURVE,512.8784774280255,513.1066149465961,0.23,L avg -1.25 max 2.28 deg/100ft
RUN CURVE,513.1280676690666,513.3723311050794,0.24,R avg +7.29 max 9.26 deg/100ft
RUN CURVE,513.5752824042438,514.3839572835752,0.81,L avg -0.27 max 2.19 deg/100ft
RUN STRAIGHT,514.3839572835752,514.8209751531689,0.44,
RUN CURVE,515.0074893138484,515.3010208907529,0.29,L avg -2.15 max 3.41 deg/100ft
RUN STRAIGHT,515.3010208907529,515.5054949730822,0.2,
RUN CURVE,515.5054949730822,515.7987550832008,0.29,R avg +1.06 max 2.23 deg/100ft
RUN STRAIGHT,515.7987550832008,516.365401639635,0.57,
RUN CURVE,516.365401639635,516.9834607930736,0.62,L avg -2.12 max 3.50 deg/100ft
MULTITRACK,517.0178736011384,520.5118962691764,3.494022668038042,3 tracks
RUN STRAIGHT,517.1545465692666,517.6544202202331,0.5,
RUN CURVE,517.6544202202331,517.9609369839116,0.31,L avg -2.88 max 3.88 deg/100ft
RUN STRAIGHT,518.0372392810334,518.2620253124627,0.22,
RUN CURVE,518.2620253124627,518.5222140540662,0.26,R avg +3.27 max 6.19 deg/100ft
RUN STRAIGHT,518.5222140540662,519.2275032480211,0.71,
SIDING,519.0327540759981,519.0327540759981,5.379643164999781,Canoe Siding  17650 ft
RUN CURVE,519.2275032480211,519.4257785179917,0.2,R avg +1.03 max 1.14 deg/100ft
RUN STRAIGHT,519.5938081430381,520.1384767379112,0.54,
RUN CURVE,520.1384767379112,520.3825019790831,0.24,R avg +1.03 max 1.26 deg/100ft
RUN CURVE,520.4181445248661,520.5747150793824,0.16,L avg -0.75 max 1.10 deg/100ft
RUN STRAIGHT,520.5747150793824,520.7480396211001,0.17,
MULTITRACK,520.7480396211001,522.630788299956,1.882748678855819,3 tracks
RUN STRAIGHT,520.8574087006822,521.3171072622357,0.46,
RUN STRAIGHT,521.4081062796034,521.686947993554,0.28,
RUN STRAIGHT,521.815477132411,522.3893461090465,0.57,
RUN CURVE,522.3893461090465,523.1088988940763,0.72,R avg +1.75 max 7.37 deg/100ft
RUN STRAIGHT,523.1088988940763,523.5334594856678,0.42,
RUN CURVE,523.6517102881502,524.1990863934119,0.55,L avg -1.89 max 3.55 deg/100ft
RUN CURVE,524.3045083626617,524.583971058332,0.28,R avg +3.25 max 5.86 deg/100ft
RUN CURVE,524.654510287787,525.0374473489871,0.38,L avg -0.30 max 0.30 deg/100ft
RUN STRAIGHT,525.0374473489871,525.2488578626487,0.21,
MULTITRACK,525.3021128074829,525.6713587815804,0.36924597409745274,3 tracks
TUNNEL,525.3730683864665,525.5869432045064,0.21387481803992614,
RUN CURVE,525.4023341233441,525.5869432045064,0.18,R avg +1.12 max 1.28 deg/100ft
RUN STRAIGHT,525.5869432045064,525.766871298306,0.18,
RUN CURVE,525.766871298306,526.089996168446,0.32,R avg +2.34 max 4.81 deg/100ft
RUN CURVE,526.9563748563127,527.3600204587884,0.4,L avg -1.56 max 2.79 deg/100ft
RUN CURVE,527.8259352623862,528.6197750856963,0.79,R avg +0.65 max 3.46 deg/100ft
RUN STRAIGHT,528.6197750856963,528.810829013268,0.19,
RUN STRAIGHT,529.0911265471494,529.3825608494934,0.29,
RUN CURVE,529.3825608494934,529.6818786046882,0.3,L avg -2.22 max 5.12 deg/100ft
RUN STRAIGHT,529.6818786046882,530.0076306426944,0.33,
RUN CURVE,530.0076306426944,530.9178825330329,0.91,L avg -0.94 max 6.10 deg/100ft
RUN CURVE,531.0587320061254,531.3287721774121,0.27,R avg +2.34 max 4.50 deg/100ft
RUN CURVE,531.7536835537276,531.9652662190167,0.21,L avg -0.07 max 3.19 deg/100ft
RUN CURVE,532.572504204713,532.7755299204872,0.2,R avg +0.32 max 0.69 deg/100ft
RUN STRAIGHT,532.7755299204872,533.1360160712096,0.36,
MULTITRACK,533.0649978058739,533.4372058018741,0.3722079960002702,3 tracks
RUN STRAIGHT,533.206288501568,533.4655056492784,0.26,
RUN CURVE,533.4655056492784,533.9304713003079,0.46,L avg -0.92 max 6.77 deg/100ft
RUN CURVE,534.1509245112802,534.4671914010884,0.32,R avg +2.12 max 6.31 deg/100ft
RUN CURVE,534.5300459987976,534.7378062532603,0.21,L avg -1.15 max 2.87 deg/100ft
RUN CURVE,534.8648353028085,535.0826621596455,0.22,L avg -2.43 max 6.87 deg/100ft
RUN STRAIGHT,535.0826621596455,535.2810776361696,0.2,
RUN CURVE,535.2810776361696,535.6365626896361,0.36,L avg -1.16 max 2.98 deg/100ft
RUN CURVE,535.7535779866644,535.9510173691508,0.2,R avg +1.14 max 2.53 deg/100ft
RUN CURVE,536.1112906699165,536.3101588994234,0.2,R avg +3.69 max 9.09 deg/100ft
RUN CURVE,536.3391348335845,536.9410223803728,0.6,L avg -0.76 max 4.54 deg/100ft
RUN CURVE,537.0483920259421,537.7079928437595,0.66,L avg -0.76 max 1.91 deg/100ft
MULTITRACK,537.5611703110422,537.8752711592356,0.31410084819333406,5 tracks
BRIDGE,537.7079928437595,537.8752711592356,0.1672783154760964,
RUN STRAIGHT,537.8752711592356,540.5865907133718,2.71,
BRIDGE,538.6648313975427,538.7761260663867,0.11129466884403882,
RUN CURVE,540.5865907133718,541.2429494875659,0.66,L avg -2.58 max 4.63 deg/100ft
RUN STRAIGHT,541.2429494875659,541.7270314004096,0.48,
RUN CURVE,541.8540851035564,542.7525321382232,0.9,L avg -0.14 max 4.57 deg/100ft
RUN STRAIGHT,542.7525321382232,544.0843795973578,1.33,
RUN CURVE,544.0843795973578,545.0289925530019,0.94,R avg +0.62 max 1.90 deg/100ft
BRIDGE,544.0843795973578,544.1369402679486,0.05256067059076486,
RUN STRAIGHT,545.0289925530019,545.6163283991862,0.59,
RUN CURVE,545.6163283991862,546.4698274520231,0.85,R avg +0.47 max 1.01 deg/100ft
RUN STRAIGHT,546.4698274520231,547.1574717019586,0.69,
RUN CURVE,547.1574717019586,547.5967744338636,0.44,L avg -1.02 max 2.52 deg/100ft
RUN STRAIGHT,547.5967744338636,548.2091836997848,0.61,
RUN CURVE,548.2091836997848,548.5995899215965,0.39,R avg +1.82 max 2.89 deg/100ft
RUN STRAIGHT,548.5995899215965,548.9266693843917,0.33,
RUN CURVE,548.9266693843917,549.4888363242308,0.56,L avg -0.68 max 1.12 deg/100ft
BRIDGE,549.4181574143713,549.4888363242308,0.07067890985945269,
RUN STRAIGHT,549.4888363242308,549.9009294307334,0.41,
RUN CURVE,549.9009294307334,550.5934897982238,0.69,R avg +0.96 max 5.78 deg/100ft
RUN STRAIGHT,550.5934897982238,550.9796031737974,0.39,
RUN CURVE,550.9796031737974,551.7001945836852,0.72,L avg -2.55 max 4.87 deg/100ft
RUN STRAIGHT,551.7001945836852,552.3853927225492,0.69,
RUN CURVE,552.3853927225492,553.3371500203066,0.95,L avg -2.11 max 7.16 deg/100ft
RUN STRAIGHT,553.3371500203066,553.6070498473227,0.27,
RUN CURVE,553.6070498473227,554.2834700434488,0.68,R avg +1.83 max 4.99 deg/100ft
RUN STRAIGHT,554.2834700434488,556.2762591633139,1.99,
RUN CURVE,556.2762591633139,556.7258226634848,0.45,R avg +1.11 max 3.84 deg/100ft
BRIDGE,556.2762591633139,556.3444138288804,0.06815466556656702,
RUN STRAIGHT,556.7258226634848,561.918234976276,5.19,
BRIDGE,558.6698220662666,558.7254474071483,0.05562534088164739,
RUN CURVE,562.0021211614231,562.4104898508043,0.41,L avg -0.51 max 2.07 deg/100ft
RUN CURVE,562.5227312201064,562.8737435675863,0.35,R avg +0.10 max 5.35 deg/100ft
BRIDGE,563.1724533617017,563.3012977049177,0.12884434321597382,
RUN CURVE,563.3408848996378,563.6477910705801,0.31,L avg -1.36 max 2.42 deg/100ft
RUN STRAIGHT,563.6477910705801,564.2426748462424,0.59,
RUN CURVE,564.2426748462424,565.0581744743926,0.82,R avg +1.83 max 3.32 deg/100ft
RUN STRAIGHT,565.0581744743926,566.7394688456857,1.68,
BRIDGE,566.7394688456857,566.7970708407173,0.057601995031632214,
RUN CURVE,566.8677369365,567.0196170479555,0.15,R avg +1.01 max 1.65 deg/100ft
RUN CURVE,567.0553953378862,567.2351563140226,0.18,L avg -0.43 max 0.59 deg/100ft
RUN CURVE,567.2692129992882,567.4562862109694,0.19,R avg +2.80 max 3.62 deg/100ft
RUN STRAIGHT,567.4562862109694,568.730061000405,1.27,
RUN CURVE,568.730061000405,568.9059625497866,0.18,R avg +0.22 max 1.05 deg/100ft
RUN CURVE,569.0516386643224,569.5282477362699,0.48,R avg +1.55 max 3.42 deg/100ft
RUN STRAIGHT,569.5282477362699,570.1614139608977,0.63,
BRIDGE,569.5282477362699,569.6093132368794,0.08106550060949758,
RUN STRAIGHT,570.2920888191994,570.473843502838,0.18,
RUN CURVE,570.7395161643531,571.2571856421505,0.52,L avg -0.68 max 1.96 deg/100ft
RUN STRAIGHT,571.2571856421505,571.4891700269311,0.23,
RUN CURVE,571.4891700269311,571.7739144209121,0.28,R avg +4.02 max 5.63 deg/100ft
RUN STRAIGHT,571.8568882747314,572.0329100632748,0.18,
RUN STRAIGHT,572.3227176592158,572.4769227188514,0.15,
RUN CURVE,572.5538967078402,572.7998212256681,0.25,R avg +0.29 max 0.29 deg/100ft
RUN CURVE,572.921229375802,573.4514111984818,0.53,R avg +1.41 max 5.61 deg/100ft
RUN CURVE,573.5421776686499,573.8403877793914,0.3,L avg -0.17 max 1.01 deg/100ft
RUN STRAIGHT,574.0473220977333,574.237626120323,0.19,
